CO2,H2,Ar,N2,CH4,O2,CO,H2S,feed_source,template_name,mixture_size,active_components
0.97,0.008415454471261541,0.012358499999464532,0.0033305356893673665,0.005814019417423357,1.2255618506882571e-06,1.7114766555684846e-05,6.315009407685487e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.0065121772307468705,0.002375348587620058,0.005436451737958843,0.015567768854080347,4.708499472331958e-06,1.428704217899359e-05,8.925804794258297e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.0006413189967221429,0.00033644204810022704,0.02876651341515947,0.00023446761096065027,8.869261943442468e-06,1.9194322172173055e-06,1.0469234896876922e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.02599438383526518,0.0008594729416623715,0.0026217406585588845,0.0004214350856296568,3.6457353555431e-06,1.2263102971664416e-05,8.705864055672694e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.0044396028816935645,0.003695753935404708,0.005974796888268032,0.01584650670782655,2.0192520166822006e-06,1.031787657388525e-05,3.10024582166052e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.025274452012349027,0.0011705809612629738,0.0030359044016306782,0.00046886335222131133,6.838159021734904e-06,2.263178211337346e-05,2.0729331400928066e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.0002506818734189734,0.008729312013474535,0.0005823657120883768,0.020384674200028294,7.545871671051997e-06,1.216411880528311e-05,3.325621051351059e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.0004015557485101646,0.028187318854598818,0.000198580030716001,0.0011148287364884347,7.023385183271056e-06,3.4210938039723066e-05,5.648230646361391e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.00038113187670075284,0.01944026401585266,0.010142351477949485,1.871735721278982e-05,3.7990712512293983e-06,1.1726445293489359e-05,2.009755739618911e-06,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.003693463458324844,0.006085347292624055,0.006911438642649732,0.01323991482659186,4.670687381112483e-06,2.1920381999053368e-05,4.3244710429371094e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.009739781051831225,0.017335549441299843,0.0013939456024789638,0.0014317966758706467,7.87166507426499e-06,1.1574767859541258e-05,7.948079558554394e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.005880293519188296,0.022125193784319545,0.0014965926340252055,0.0004071818170170779,8.498843153851004e-06,2.605966472976101e-06,7.96334358230763e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.01490457968570883,0.006106648748757468,0.006609972655868036,0.0023437009083569693,4.3240302933743485e-07,2.227490630763055e-05,1.2390691971757373e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.0001211676495960784,0.029033794179126226,0.0002657672995407234,0.0005103187672355887,8.857616930091963e-06,3.618368748882894e-07,5.973265069643055e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.00030835610541501686,0.027426284181179476,0.00013829636763864025,0.0020510763149467017,3.484329044421002e-06,2.498378553894284e-05,4.751891623682739e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,2.3823755283942235e-06,0.000399587124839042,0.02946319041360391,3.251571786713574e-05,3.451046189189885e-06,1.836804498458157e-05,8.050527698777326e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.01983021700587797,0.0085029792066235,0.00010237050271653475,0.0014459518204401312,6.8811431134495476e-06,3.4687921144947986e-05,7.691240008349082e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.0016186631814570085,0.015672841941200485,0.009072047148087414,0.0035665634251357743,8.620859199275599e-06,3.9521559426300795e-06,5.7311288977439194e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.0018433634548577773,0.023211116721904866,0.0025081999945627763,0.0023575363491197166,7.731223510161325e-06,2.503414313250358e-05,4.70181129122261e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.006962987790130577,0.00503551040622526,0.002665745123680735,0.015307117728270137,8.404964266910293e-06,1.738768942144863e-05,2.84629800495837e-06,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.00890998772151325,0.0020091392880353257,0.008753846711501242,0.00018838585429957564,8.530019158471643e-06,3.375590450646204e-05,9.635450098569105e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.0021598046022901435,0.002216499810425029,0.004702821879942121,0.010812587837145343,7.498260671205165e-06,3.019217263591995e-05,7.059543689025554e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.006857906612652122,0.003782131058792941,0.00716416629521655,0.002126811422347945,9.26178256046681e-06,2.563177152724919e-05,3.4091056902743527e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.0019062463912653679,0.0012108289233324705,0.01630724402238344,0.00047001153507574586,7.501136121096499e-06,1.4898251035488058e-05,8.326974078640931e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.0091396927367103,0.006564988178806992,0.0010054630494624635,0.003188668331995231,1.4205481661546138e-06,6.7828261304151675e-06,9.298432872846151e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.014585675702157002,0.0004329947946394309,3.932199167303659e-05,0.004879891946747597,4.071800710660478e-06,1.2623304552007166e-05,4.5420459520283684e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.0004013335479783625,0.0071148325955879815,0.006646597880839471,0.0057211140858709295,5.2830670539250405e-06,3.219855929318977e-05,7.864026337615806e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.0031693014434466655,0.0024124402225862017,0.013865794322380899,0.000509500445415582,5.1805447489041915e-06,2.972351265540106e-05,8.059508766364585e-06,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.006306173752514487,0.0015392223478943596,0.00981561422756823,0.00225682889719127,1.3680643840821224e-07,1.3032374320854632e-06,8.07207309611771e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.003566597980642384,0.007539957566218342,0.00844634753310506,0.00041502536723927704,8.546810815162292e-06,1.828568921427573e-05,5.239052765516547e-06,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.0010726992977371159,0.0016344880406631871,0.014590984249994894,0.002607409600290269,3.181621166425952e-08,2.8753242228893126e-05,6.56337528739954e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.018578803969529538,6.233862598697151e-05,0.0011005949770855877,0.0001564905047568976,9.43409891595754e-06,2.7364318456682686e-05,6.497350526838245e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.009303782111904068,0.010138637138054702,0.000444359538952345,3.3537831612994485e-05,4.613452679507405e-06,3.4263668664411744e-05,4.080625813198948e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.0035447231702703595,0.0015771931394291247,0.009238419770066916,0.0055212291013452715,4.925622471532474e-06,2.748490922761999e-05,8.602428718919329e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.0003101732911922259,0.0006116143181366999,0.01274327455336547,0.006222572142298584,8.995487878946702e-06,2.818452640594522e-05,7.518568072214587e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.006751638870620319,0.01201246096068937,0.00020698070354748966,0.0009457265939538914,1.0992893192551845e-06,2.4655915570516822e-05,5.7437666299176415e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.01072643598391425,0.008468571294341818,0.0002104907110299942,0.0004967756094689243,5.7004602252666976e-06,3.075145680472312e-05,6.127448421504184e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.011776490968592238,0.0015846760952604449,1.4368351326240146e-06,0.006572763428723412,9.234859675853211e-06,1.4624122511634444e-05,4.077369010381289e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.0021095332594265074,0.002873246811303828,0.013858523034169366,0.0010777365960830784,1.2969319440965355e-07,2.7211473723019905e-05,5.3619132099809054e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.0064967304388570644,0.0013601538559371484,0.008571941285348342,0.003485391760913637,1.1634749284584967e-07,9.244225715636111e-07,8.47418888794129e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.0010552037572691643,0.0016420593315719706,0.000527354507994166,0.006733375772143043,6.59708473081666e-06,9.612159640062954e-06,2.5797386650784903e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.006998127560128527,0.0016389118769643556,0.00021519475466893215,0.0011034203081974887,9.74836959811841e-06,5.007894762476886e-06,2.9589235680110577e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,3.575883334633743e-05,0.00023799661880279885,0.008896125249096021,0.00078008272188741,2.3724135223710966e-06,1.6844946338653433e-05,3.081921700641697e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.002233280127036667,5.328013363985913e-05,0.002840079191723286,0.004842617238107882,2.7618855756207897e-06,1.0542242534107898e-05,1.743918138258568e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.00271253389334968,0.0007719947645899014,0.0012841779834134063,0.005133244443376434,2.907789478603603e-06,3.486910622653315e-05,6.027201956544999e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.0002356825805566609,0.0018922909687758384,0.007271666600557525,0.0005499134416374878,1.2952263770793716e-06,6.376384729105986e-06,4.277479736631185e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.00017486379184990372,0.009165702337205454,9.547413077403262e-06,0.0006245410434467743,2.8908869266064522e-06,4.800581325398833e-06,1.7653946168468205e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.00270686831595246,0.001054148605422153,0.005283790934140842,0.0008619324880238303,5.45946155454401e-07,3.2228357201085744e-05,6.048535310418389e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.005602889668080224,0.0014109201561104704,0.0005123577105007499,0.0024144464908326694,3.101926869827051e-06,1.9774477093551098e-05,3.650957051251817e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.009667446675072078,0.00016982444950159882,3.483541836785963e-05,5.2201734876108436e-05,5.727037702183625e-06,2.2367396029448518e-05,4.759728845073294e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.0006735358103502138,0.005679930763559183,0.002304832935177006,0.0012239297173548892,6.879935573373895e-06,2.7891891134064135e-05,8.299894685127929e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,2.838795520930692e-05,3.6586665143234705e-05,0.009662802521748658,0.00022700731595805103,8.434693057584134e-06,3.48654515520433e-05,1.915397331131543e-06,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,4.186062741238694e-05,0.005782752674356232,0.0015629140017674765,0.002531843599178305,1.8627223335748313e-06,2.1037037630285595e-05,5.772933732174834e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,2.1079540099802704e-05,0.007584000420833672,0.0001440890942939856,0.0022138845598267307,2.9227407602615985e-06,2.4025472905292997e-05,9.998171280262658e-06,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.001666313514263749,0.006706878013554535,0.0008462300532133663,0.0006726960247812481,8.568186796732755e-06,3.48061665779326e-05,6.450804081244415e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.00047441365293364663,0.0005232574846737575,0.008068917979210753,0.0008415729182084835,8.517368977875495e-06,2.5120103035696318e-05,5.82004929597971e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.000345044362797983,0.00460819133960091,0.005000809000755506,1.2127633203601905e-05,3.6110159436846505e-06,9.498070411872658e-06,2.0718577286450502e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.0025260439898820083,0.0033530324607488502,0.003706597636105751,0.0003732989266517479,2.482839202385715e-06,1.043762170822048e-05,2.810652570104595e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.0030512038532578612,0.0006626557145734418,0.002002747867786382,0.004251744497368582,2.329182038192379e-06,1.669047862654854e-05,1.2628406349001265e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.0028703889327195316,0.005444230268538436,0.001613035473854809,1.1437347962498134e-05,7.704533493431145e-06,2.5134253353580652e-05,2.806919007772323e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.007454100098857541,0.0035243961099385704,0.023976887816520732,0.004419299809871332,3.799563801931877e-05,0.0005843130921827219,3.007434609822092e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.00729066150312057,0.003989543848590533,0.023234188677082435,0.00477013300965254,3.197698706206782e-06,0.0007094995123697282,2.775750478021667e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.0073510934311671145,0.003768452624383597,0.023475368268024994,0.00524209008739831,6.991184212689086e-06,0.00015483659881124283,1.167806002086772e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.006857367223899843,0.0006502888003067305,0.022178258906050203,0.009959541606590724,3.7502985522901806e-05,0.00031516198945194876,1.878488177686676e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.007372373792426706,0.002819235699406097,0.020093077553036975,0.009484305347829375,2.1668521290843482e-05,0.00020769809426599933,1.6409917440417254e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.00744881817176486,0.0031177153133928747,0.023744514848195626,0.005164694429183695,1.0502663968238587e-05,0.000512190115128963,1.5644583657769762e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.005311674104809999,0.00355901477028955,0.022120277650772117,0.008615307929315304,8.912673794139106e-06,0.00038182242977375394,2.9904412451685953e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.007157366699632777,0.002702022599120002,0.020824199368234347,0.00863336931732562,2.221940930231895e-05,0.0006567856435430999,4.036962841870093e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.004797753665035317,0.002520745108916665,0.022197692633266465,0.009811556780119704,3.89801773487384e-05,0.000629338974795469,3.932660517673619e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.006998290456384096,0.0010618854603352075,0.022617494400831387,0.009296426106389595,1.3865463063782472e-05,1.1037902706800024e-05,1.000210289172035e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.007349757512418533,0.0038206718446094365,0.02313763190257652,0.005162769383934817,3.183282883170366e-05,0.0004939735841998598,3.3629434291695895e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.004571833027063602,0.0037717383269347455,0.02226389061230919,0.009101186466532279,3.810595941381282e-05,0.00024847611364007334,4.769494106331422e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.0070417305650413604,0.0035784800274625845,0.02201271764340491,0.0067775395666058395,2.617013771104306e-05,0.0005610116173397045,2.3504424345954497e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.0072630265195094985,0.0022305830882572326,0.020867449732783427,0.00948091651683918,2.4477638286734468e-05,0.00012961804936918782,3.928454954775449e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.007324999432333644,0.00023681977883404138,0.02308275256439237,0.008814614393094687,3.4132540688856736e-05,0.0005026928077939639,3.988482862472873e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
