feed_source,template_name,mixture_size,active_components,CO2,H2,Ar,N2,CH4,O2,CO,H2S
random,dirichlet,4,"CO2,H2,Ar,CH4",0.95,0.023306339070182536,0.01870950641990813,0.0,0.00798415450990939,0.0,0.0,0.0
random,dirichlet,4,"CO2,Ar,CH4,O2",0.99,0.0,0.003022986709787438,0.0,0.003007065490887227,0.0039699477993253435,0.0,0.0
random,dirichlet,5,"CO2,Ar,O2,CO,H2S",0.96,0.0,0.001505887357820359,0.0,0.0,0.018226165704451625,0.00869310069330852,0.011574846244419533
random,dirichlet,3,"CO2,H2,N2",0.98,0.008578175895188115,0.0,0.011421824104811903,0.0,0.0,0.0,0.0
random,dirichlet,5,"CO2,N2,O2,CO,H2S",0.99,0.0,0.0,0.003009436993488285,0.0,0.0005276125890840286,0.0002604620689954114,0.006202488348432284
random,dirichlet,4,"CO2,H2,CH4,O2",0.95,0.003773748899713492,0.0,0.0,0.0018629548775455623,0.04436329622274099,0.0,0.0
random,dirichlet,6,"CO2,Ar,N2,O2,CO,H2S",0.96,0.0,0.006073104687814781,0.0007073624902146313,0.0,0.01192512088271975,0.010810645918052926,0.010483766021197946
random,dirichlet,6,"CO2,Ar,N2,CH4,O2,H2S",0.98,0.0,0.0031134979323229977,0.0008207747183715365,0.003249903048342149,0.009239298491470028,0.0,0.003576525809493303
random,dirichlet,6,"CO2,H2,Ar,N2,O2,CO",0.97,0.0012886537830066765,0.007879399082081386,0.008214511864661272,0.0,0.010178844288096643,0.002438590982154051,0.0
random,dirichlet,5,"CO2,N2,O2,CO,H2S",0.98,0.0,0.0,0.0009079633657665534,0.0,0.002479374742467077,0.011812217336381726,0.004800444555384659
random,dirichlet,4,"CO2,H2,N2,CH4",0.95,0.017390482906102258,0.0,0.0231553933234989,0.009454123770398882,0.0,0.0,0.0
random,dirichlet,5,"CO2,H2,Ar,N2,CH4",0.95,0.015047184967441425,0.0026380629454201433,0.0013023103449770572,0.031012441742161417,0.0,0.0,0.0
random,dirichlet,2,"CO2,Ar",0.99,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.0
random,dirichlet,5,"CO2,H2,CH4,CO,H2S",0.99,3.20948187450855e-05,0.0,0.0,0.001324095646137474,0.0,0.004794751921177855,0.0038490576139395944
random,dirichlet,3,"CO2,H2,CO",0.98,0.010830744230482626,0.0,0.0,0.0,0.0,0.009169255769517392,0.0
random,dirichlet,5,"CO2,H2,Ar,N2,CO",0.99,0.001088801321837232,0.0032139973129336526,0.005193590305588188,0.0,0.0,0.0005036110596409359,0.0
random,dirichlet,3,"CO2,N2,CO",0.96,0.0,0.0,0.01715635179037623,0.0,0.0,0.022843648209623806,0.0
random,dirichlet,5,"CO2,Ar,N2,CH4,O2",0.95,0.0,0.011208779685645723,0.009344917655081119,0.024846928859586552,0.004599373799686641,0.0,0.0
random,dirichlet,6,"CO2,H2,CH4,O2,CO,H2S",0.98,0.0008444764391839119,0.0,0.0,0.0011282843767457505,0.00789634550841998,0.009209819837607096,0.0009210738380432766
random,dirichlet,4,"CO2,Ar,N2,CH4",0.95,0.0,0.0062651605218128235,0.0033377034644423197,0.040397136013744894,0.0,0.0,0.0
random,dirichlet,6,"CO2,H2,Ar,CH4,CO,H2S",0.95,0.0022148180385037327,0.02616406685600006,0.0,0.0039925373537188615,0.0,0.003324813299243114,0.014303764452534283
random,dirichlet,7,"CO2,H2,Ar,N2,CH4,O2,H2S",0.98,0.008854612604699332,0.001709848379135445,0.00041763830534867393,0.0005579963551272718,0.0039051608826068487,0.0,0.004554743473082446
random,dirichlet,6,"CO2,H2,Ar,N2,CO,H2S",0.96,0.0019567555577232744,0.019798935643117844,0.009031606896491459,0.0,0.0,0.004796602019332946,0.00441609988333451
random,dirichlet,5,"CO2,H2,N2,CH4,O2",0.95,0.00040996532020058375,0.0,0.0030677330248910476,0.024407603639115833,0.022114698015792585,0.0,0.0
random,dirichlet,3,"CO2,H2,N2",0.98,0.015784968768945386,0.0,0.004215031231054631,0.0,0.0,0.0,0.0
random,dirichlet,3,"CO2,O2,H2S",0.97,0.0,0.0,0.0,0.0,0.00493846564505318,0.0,0.025061534354946846
random,dirichlet,5,"CO2,H2,CH4,O2,CO",0.98,0.014696813128390784,0.0,0.0,0.0025633248619530676,0.0003325980456779544,0.0024072639639782134,0.0
systematic,systematic_grid,3,"CO2,N2,H2S",0.95,0.0,0.0,0.03,0.0,0.0,0.0,0.02
systematic,systematic_grid,4,"CO2,Ar,CH4,CO",0.96,0.0,0.03,0.0,0.01,0.0,0.0,0.0
systematic,systematic_grid,4,"CO2,H2,Ar,N2",0.95,0.03,0.02,0.0,0.0,0.0,0.0,0.0
systematic,systematic_grid,3,"CO2,Ar,CO",0.96,0.0,0.03,0.0,0.0,0.0,0.01,0.0
systematic,systematic_grid,4,"CO2,H2,N2,H2S",0.96,0.04,0.0,0.0,0.0,0.0,0.0,0.0
systematic,systematic_grid,4,"CO2,H2,Ar,CH4",0.96,0.03,0.0,0.0,0.01,0.0,0.0,0.0
systematic,systematic_grid,4,"CO2,N2,CH4,O2",0.98,0.0,0.0,0.0,0.02,0.0,0.0,0.0
systematic,systematic_grid,4,"CO2,N2,O2,H2S",0.95,0.0,0.0,0.0,0.0,0.02,0.0,0.03
systematic,systematic_grid,4,"CO2,H2,Ar,N2",0.96,0.0,0.03,0.01,0.0,0.0,0.0,0.0
systematic,systematic_grid,4,"CO2,H2,Ar,CH4",0.98,0.0,0.01,0.0,0.01,0.0,0.0,0.0
systematic,systematic_grid,4,"CO2,H2,Ar,H2S",0.95,0.03,0.0,0.0,0.0,0.0,0.0,0.02
systematic,systematic_grid,4,"CO2,N2,CH4,O2",0.95,0.0,0.0,0.01,0.04,0.0,0.0,0.0
systematic,systematic_grid,3,"CO2,H2,CO",0.97,0.02,0.0,0.0,0.0,0.0,0.01,0.0
systematic,systematic_grid,4,"CO2,H2,O2,CO",0.96,0.0,0.0,0.0,0.0,0.02,0.02,0.0
systematic,systematic_grid,4,"CO2,H2,CH4,CO",0.97,0.01,0.0,0.0,0.02,0.0,0.0,0.0
systematic,systematic_grid,3,"CO2,N2,CO",0.99,0.0,0.0,0.0,0.0,0.0,0.01,0.0
systematic,systematic_grid,4,"CO2,H2,O2,CO",0.96,0.02,0.0,0.0,0.0,0.02,0.0,0.0
systematic,systematic_grid,4,"CO2,N2,CO,H2S",0.95,0.0,0.0,0.0,0.0,0.0,0.01,0.04
systematic,systematic_grid,4,"CO2,H2,O2,CO",0.95,0.01,0.0,0.0,0.0,0.01,0.03,0.0
systematic,systematic_grid,4,"CO2,Ar,CH4,O2",0.95,0.0,0.04,0.0,0.01,0.0,0.0,0.0
industrial_range,oxyfuel_double_flashing_41,4,"CO2,Ar,N2,O2",0.9665472578460489,0.0,0.005218391671611398,0.016527618668330656,0.0,0.011706731814009087,0.0,0.0
industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4",0.98,0.004105531074995069,0.0033412897001886244,0.009237334840516146,0.0030177430488524185,2.95550280522727e-05,0.0002680643056365965,4.820017588904002e-07
industrial_range,pre_combustion_unspecified_41,6,"CO2,H2,Ar,N2,CH4,CO",0.970287219903843,0.018987576395837084,0.001167249934630746,0.009449336314240983,4.463394145011511e-05,0.0,6.398350999802482e-05,0.0
industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4",0.97,0.00031056678055803733,0.01595830977311957,0.00235818902188212,0.011332718225004156,7.084204684756742e-06,1.584143979229239e-05,1.729055495909567e-05
industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4",0.99,0.000294690102078394,0.0039040348731817546,4.713793128573884e-05,0.005356479649630202,2.9983704519727886e-05,0.00036750650800146086,1.6723130273043675e-07
industrial_range,oxyfuel_double_flashing_41,4,"CO2,Ar,N2,O2",0.9653218614310586,0.0,0.005473984613510312,0.01747521101447157,0.0,0.011728942940959592,0.0,0.0
industrial_range,pre_combustion_unspecified_48,8,"CO2,H2,Ar,N2,CH4,O2,CO,H2S",0.9597785534926104,0.028977000977373855,0.00013236147329169468,0.005670155358616827,0.00015973894577030445,1e-06,0.002000025693075894,0.0032811640592610267
industrial_range,bravo_dome_pipeline,2,"CO2,N2",0.997,0.0,0.0,0.003,0.0,0.0,0.0,0.0
industrial_range,pre_combustion_unspecified_41,6,"CO2,H2,Ar,N2,CH4,CO",0.9616519415584981,0.028302655154719712,0.00019710938402731594,0.009639890068119583,3.406081187149509e-05,0.0,0.00017434302276382536,0.0
industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4",0.98,0.005561376741785614,0.002270704247782019,0.004723077218535546,0.007381360298143384,3.0148328308266884e-05,3.215199559593578e-05,1.1811698492531553e-06
