CO2,H2,Ar,N2,CH4,O2,CO,H2S,feed_source,template_name,mixture_size,active_components
0.96,0.018067018226707865,0.013878231383652176,0.0033320384586778126,0.004692546759934003,4.920848934199221e-06,9.013988497025189e-06,1.6230333596951274e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.0008139781763988737,0.005936138608537992,0.015721195915139496,0.017409317510342956,9.975227592376047e-06,1.572367546206363e-05,9.367088652627999e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.012199210031435044,0.015976521943986573,0.004860590601276706,0.006903925709798751,3.7798793493166908e-06,7.296302379421428e-06,4.867553177421983e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.0018480459955676134,0.0003075050539651371,0.00051183732529405,0.03726175754861699,8.594498401474774e-06,9.489282342950967e-06,5.277029581181813e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.008766117286703835,0.003782381949010826,0.026383329588129837,0.0009886354592046748,2.8797852315974994e-06,2.1770952880571282e-05,5.488497883869324e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.0018020461159423437,0.0010003946615185983,0.00032880958222674143,0.03681769078902689,3.002694388527123e-06,2.0745888229022894e-05,2.7310268667910176e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.009995688120500869,0.0028198330120621186,0.017622098480258724,0.009494537677609001,1.5545967902225879e-06,3.137608233625941e-05,3.4912030442842956e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.009231325518885234,0.0027033499613231034,0.011067259952752505,0.016903295345244485,8.408976944360233e-06,2.0515159362365707e-05,6.584508548798283e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.028214524102840265,0.008625636314944445,0.0014672402447570149,0.0016746955211757002,3.4984291591759e-06,9.89151290910422e-06,4.513874214329728e-06,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.01755011103960348,0.000857679926008513,0.0007568303037963232,0.020741760060632927,3.301578782459176e-06,1.1846178883405762e-05,7.847091229292687e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.039771605687940026,8.560484912484845e-05,2.8666293856626887e-05,3.259488126278092e-05,1.089098298849567e-06,4.629820420175108e-06,7.580936909672759e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.004323425314123118,6.72959760121692e-06,1.5525683046064833e-05,0.035626545148837,2.6732187983295334e-06,6.352449550694362e-06,1.874858804360922e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.0023649625436493525,0.012085453460996836,0.007302691427017504,0.01814245545537004,9.24883220542147e-06,3.402534109482776e-05,6.116293966605624e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.0023076590214947687,0.00048143300369366633,0.03126039487935706,0.005893455916465621,6.346479067324485e-07,1.3620055636256881e-05,4.2802475445926926e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.02457468408634409,0.0033663802824519663,0.005308886613661246,0.006616960808362817,5.761173442902647e-06,3.168892037791626e-05,9.563811535909671e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.011733911350556438,0.0009497671052275169,0.016237500339803847,0.0110034431403122,5.029722581184846e-06,2.0293852802447224e-05,5.005448871640243e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,7.995639874306053e-05,0.006651609805995031,0.00014987607410510472,0.033069151403014536,8.818666428580319e-06,2.8828314135808243e-05,1.175933757791486e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,5.981542528481132e-07,0.001856909113720503,0.03803231568558226,3.4243875957700545e-07,2.8727219717277056e-07,2.872147727343597e-05,8.082585821423529e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.03884288478046821,0.00044270626630070703,0.00017838118467416954,0.0004620126895005226,7.636741730757416e-06,9.546475508315157e-06,5.683186181735298e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.03170819709266016,0.004399588192731977,0.002437488784362398,0.0013903393221789302,5.4292826677753e-06,2.796421885890388e-05,3.099310653989756e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.007059961755305483,0.003728359302060323,0.018461771617738397,0.0007086047064426686,4.361893308915156e-06,2.6780692675770384e-05,1.0160032468472502e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.020479980582030082,0.0009130784373557292,0.007577553001578906,0.0009758901346445216,2.0129309630488446e-06,1.2308610419341137e-05,3.917630300839663e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.001082442613004695,0.00034598927881878723,1.2763015859270751e-05,0.02842607290366362,6.806761223439591e-06,2.9794146418736988e-05,9.613128101147619e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.017519076900959756,0.002060010450680929,0.006234714389263829,0.0041777148071818265,2.0036295892215294e-06,2.3993187946847383e-06,4.0805035297809344e-06,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.0009289092886622928,0.02084053832290823,0.006056253512972932,0.002117459994561978,2.0813149288133463e-06,1.1593430515049568e-06,5.359822291427452e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.014645964177615566,0.0010254773690985541,0.010773369796922568,0.0034438428984704715,9.507069517222444e-06,2.7281166531589393e-05,7.455752184405759e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.003432763586830279,0.010577249746006292,0.0019177516283664393,0.014042576190501692,4.354458626610549e-06,1.6332424743327497e-05,8.97196492538699e-06,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.0015090001937201618,0.02008949159645167,0.003790902969428862,0.004566294549488264,4.108148012803687e-06,1.2061853366705762e-05,2.814068953156017e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.024356521950869615,0.0024332646582434217,0.002757267836250119,0.00037458090807705225,8.95083187877715e-06,2.1813530762447308e-05,4.7600283918594355e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.019223423035147603,0.00018200486257161926,0.0005655568386687615,0.009902123517290405,7.09892285730082e-06,2.2847149673379857e-05,9.694567379095546e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.028780546789734213,2.4371826096675713e-05,0.0009095292493455178,0.0002244757800393441,8.443794067333804e-06,1.53408032112988e-05,3.7291757505643355e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.017215461144012335,0.0044894337002433045,0.003698570492229496,0.00449830900394832,9.063983583329119e-06,3.076701627924504e-05,5.839465970399508e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.0022081627184113647,0.0003498445624513239,0.027190575348586554,0.00019237309010548484,1.654569231482116e-06,8.301681489885098e-07,5.6559543064829446e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.008039436095175516,0.0002721675007141555,0.011551624215948754,0.010027017700646216,4.712906784348112e-06,8.80124564930514e-06,9.624033508173338e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,7.906422772914731e-05,0.004288383931079639,0.01074702768263625,0.014879875389708908,1.8154627748581067e-07,4.749175207398877e-06,7.180473611971891e-07,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,4.218285801430282e-06,0.02992124351473941,1.3086296485760975e-05,6.601237084869436e-06,7.739258385525192e-06,1.2692149444190455e-05,3.441925805883934e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.0019129610214413714,0.01156643569530898,0.0009536616838794187,0.015483659833709721,5.169788498225269e-06,3.1856807827276455e-05,4.6255169335033155e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.000714697004325553,0.002788119200944461,0.01196888318154243,0.014442930520930663,6.1852209263124675e-06,2.6579381691097407e-05,5.260548963951111e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.005387960838292739,0.007016814039763013,0.016631089686272083,0.0008539339709918718,1.8350710865828247e-06,1.5230859480154266e-05,9.313553411358479e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.023358507348712112,0.0009720547146224269,0.0011764728709973244,0.004389159855092746,5.360133397777598e-06,4.120298680185546e-06,9.43247784974549e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.00020188008679575424,0.001684982787041812,0.007818848056518505,0.010213567198518327,6.861039665347762e-07,3.0128553224906895e-05,4.99072139341779e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.0023905282352252714,0.0019751703162653672,0.015412609362183178,0.00013337384546498383,4.69520331443854e-06,2.0823535766147237e-05,6.279950178063124e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.011203757794537993,0.001231059732601387,0.0008808096329483905,0.006585929746111703,8.320335882229622e-06,6.6329904700984034e-06,8.348976744821696e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.008454909305894294,2.1238576893781327e-06,0.0031770494820966,0.008258662805230755,9.747960428788884e-06,1.0985730378923317e-06,9.640801562230731e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.002217785821267402,8.615472870907487e-05,0.013027771292643542,0.004623374072110464,9.381273431047614e-06,1.4271454167697272e-05,2.1261357670790126e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.014393349049903345,0.00033502516474666794,0.0037699739888299895,0.0014357233967358938,8.321120962165439e-06,2.575908880362152e-05,3.1848190018334886e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.008190214823551731,0.011560070358903772,4.956432741490254e-05,0.00015550211712568504,2.925504345870077e-06,3.191317397996654e-05,9.809694678090409e-06,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.0032899769094619337,0.005228965579647923,0.002850997693640077,0.008539649661936584,9.375156327829463e-06,2.198316683361598e-05,5.905183215205765e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.0007623478199293913,0.001988518006373028,0.00597217580378769,0.01125278470260925,3.115903716766898e-06,1.4253066122251035e-05,6.804697461640663e-06,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.00015051151841969214,0.007261054821547659,0.009778689477665171,0.002752573672716221,1.8696137399149627e-06,1.2504229686340122e-06,5.405047294272616e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.009415854888220155,3.473305295207177e-05,0.00983511304279322,0.0006220024585924192,4.475421692813986e-07,9.488151003636485e-06,8.236086426923161e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.00016834628503068644,0.0009560856939948373,0.018732553443207952,0.00010980094416564089,5.9495969471053385e-06,5.064889525031509e-06,2.2199147128764354e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.006736027907937404,0.005513421881476075,0.0015486770388105041,0.00614829119177842,9.497265740883121e-07,1.6608776421747629e-06,5.097137578135126e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.006316169853646387,0.005953357606131573,0.004624662693360628,0.0029906860560401758,3.1978880359585696e-06,1.5072638338970364e-05,9.685326444632595e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.004399634093562343,1.079160452403479e-06,0.015486144162136048,1.8541921431705814e-06,3.131930697981658e-06,1.0206345503122177e-05,9.795011550494962e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.0021937739989132455,0.0005723539603064732,0.013145930518541727,0.004022355287006311,3.4521136804267716e-07,2.7591486364642395e-06,6.248187522775378e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.0014023194484126002,0.0015173128897713229,0.01692397593052279,4.272991174193728e-05,6.401671279718222e-06,1.9404678891863142e-05,8.78554693797834e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.006524704317589309,0.013068495408733092,0.00018947299590256201,0.00019763296144369063,4.201963624704907e-06,1.1898657382892585e-05,3.5936953237658445e-06,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.000860012213927917,0.0181840624627313,6.102955882772505e-05,0.0008029207654485397,3.7050998599246812e-06,1.9616020046923885e-05,6.8653879157689e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.007632535359730735,0.003104240111219485,0.00800314062961503,0.0012214360158995562,5.2998477165291935e-06,2.4264192209798516e-05,9.083843608882802e-06,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.0007295197180051,0.0017878813671792831,0.002053618620567144,0.005290038267657179,9.285516075175062e-06,3.477721164586592e-05,9.487929887026171e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.009461615872468961,0.000470356658494698,6.321837815803912e-05,5.622242881769416e-07,1.6728257066546027e-06,1.4975651346766552e-06,1.0764757488022818e-06,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.006757808105390683,0.003062847650163891,9.050495130986335e-05,4.985092663247986e-06,2.449620328035114e-06,2.295016593372286e-05,5.845441421056591e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.003282825376326226,0.00047065770277398785,0.005453731646632473,0.0007403297527518491,6.07792450563107e-06,1.3358333074702201e-05,3.301926393513949e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.001263492202038163,0.0001724181936866333,0.0043102987627355325,0.004141074516596405,2.3423007638733396e-06,1.2196978135591647e-05,9.817704604380911e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.0021801367351672396,0.00429795673486224,0.0025703538413744792,0.0008427623515409576,1.8832371075913868e-06,1.1435198407588688e-05,9.547190153991214e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.002369224280841291,0.0012979588023144639,0.005108377183984482,0.0011828083137778351,5.5178610656715496e-06,2.0929950370464203e-05,1.5183607645800901e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.0032690740151155866,0.001061607706519184,0.005092948532546335,0.0004836454127840536,7.4244882828837055e-06,1.8812214248724872e-06,8.341862332709314e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.002149864575080004,0.0032535845589492223,0.0020732265536885374,0.0024264339199102786,6.70312843165581e-07,1.109364783169601e-06,9.511071474563125e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.0007004523722370962,0.0011680278056209522,0.005391857358878396,0.0027024136439427245,7.80940153687905e-06,8.751386410667735e-06,2.0688031373293993e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.0013303393002919088,0.005829502167815414,0.002428380166362357,0.0002942462406255658,8.068738364682924e-06,2.6203022621828272e-05,8.326036391825173e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.00861880315801287,7.68102883768914e-05,0.0004458145149879347,0.0007715247126839444,6.150308460721307e-06,3.599616140734168e-06,7.729740133691325e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.0013284999800513273,0.0002696156072961579,0.00730553638118821,0.00100667043806278,1.9628721914616676e-06,1.4487324353969675e-05,7.322739685610247e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.0035572855163292613,0.0022912784687263554,0.002695186870447199,0.001368457136250091,3.411834983522717e-06,1.0623497237043359e-05,7.375667602653616e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.005731553574342594,0.0021657024908371654,0.0016854764518035542,0.0003035540960919401,4.301625474953316e-06,2.0223513145988523e-05,8.918824830381342e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.0013828513167268382,0.008243708724459056,3.654642162551389e-05,0.0002618795879805327,3.7153698446192145e-06,3.496181760434422e-05,3.6336761759104775e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.002367184261617463,0.0001573573887934222,0.006955314794733756,0.0004745571899315688,5.7479662578333396e-06,1.0943338145563687e-05,2.889506052040184e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,2.727415153411419e-06,0.0004893941308857425,0.009402750929498285,6.50890231213261e-05,7.97376035240821e-06,1.957302008853122e-06,3.0107438979982198e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.005204993205005221,0.0008803163532285085,0.0009016397105474351,0.00295822280498361,8.369324718912147e-06,6.8880507897616515e-06,3.957055072655955e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.000447242494335697,0.0010391310672768562,0.0044824543256483445,0.003958025917546862,5.8932713107586555e-06,2.1672261102255714e-05,4.5580662779234965e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.006679917490398993,0.0037318891253032924,0.020038974626672125,0.00880621273803518,1.1516279634168588e-05,0.000727398365152949,4.091374803328954e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.006235036648006966,0.0035637442251707386,0.01969794855296548,0.009876468355300407,1.4738340701302379e-05,0.0006107159515489715,1.3479263061689612e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.0068477103537826454,0.003781974289050567,0.023647463479997258,0.005429215130314245,1.9983564218679266e-05,0.00027145291616035097,2.2002664762877357e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.0059404157355885945,0.0019236145756457521,0.023245849061923413,0.008552056141319743,3.745759573657418e-05,0.0002976535272984067,2.9533624875518872e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.006375416196421211,0.0034344796015676636,0.020578613266062928,0.00947301274219865,2.673613548498069e-05,0.00010884387784787134,2.898180416732492e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.006230138708374281,0.0019977055981791675,0.022902384345270043,0.008202114910801488,5.028899665474747e-06,0.0006586102411529199,4.017296556658806e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.0020475388427789367,0.003996221319601621,0.023168724771896063,0.009999443803597984,3.98480170273355e-05,0.000747599781635538,6.234634625604047e-07,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.007440135211404469,0.0039514396835739415,0.018292267581360253,0.009619626218914202,2.3528238327191406e-05,0.0006729106173927022,9.244902727622573e-08,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.007327834644846151,0.0023725699867648362,0.023203345528097198,0.0065896125951887315,2.4506594134156538e-05,0.0004797203851014059,2.41026586754837e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.003985646787594662,0.0028620069686806056,0.022817606103450256,0.009582092714279126,3.551994222237135e-05,0.0007150613381427943,2.066145630220936e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.006613237872798843,0.0035030628197032093,0.02182620664818581,0.007645048015839005,6.089935504356654e-06,0.0004044766013132968,1.8781066555151368e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.0034753903456706645,0.0038735030267885457,0.023981613724480804,0.008554393092430309,2.8394777434600366e-05,8.35302905500217e-05,3.174742645095236e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.00604094596958754,0.003233600158723329,0.022823797544338095,0.007794734208300978,8.811501820202895e-06,9.602164959477608e-05,2.0889676351143124e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.007168957678701178,0.0007161268392210291,0.02397875449812657,0.008120686675178608,6.086948036547468e-07,1.4324537852258928e-05,5.410761167374623e-07,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
